,Name,Location,Magnitude,URL
617,"M 2.7 - 65 km ENE of Pedro Bay, Alaska","65 km ENE of Pedro Bay, Alaska",2.7,https://earthquake.usgs.gov/earthquakes/eventpage/ak025blliiv
326,"M 2.7 - 34 km SSE of Hope, New Mexico","34 km SSE of Hope, New Mexico",2.7,https://earthquake.usgs.gov/earthquakes/eventpage/us6000piiq
1185,"M 2.7 - 131 km WNW of Petrolia, CA","131 km WNW of Petrolia, CA",2.67,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112891
305,"M 2.7 - 49 km WNW of Petrolia, CA","49 km WNW of Petrolia, CA",2.66,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114396
86,"M 2.7 - 38 km WNW of Petrolia, CA","38 km WNW of Petrolia, CA",2.66,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114821
307,"M 2.6 - 3 km WSW of Fuig, Puerto Rico","3 km WSW of Fuig, Puerto Rico",2.64,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470388
1640,"M 2.6 - 9 km NNW of Cabazon, CA","9 km NNW of Cabazon, CA",2.64,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832759
1170,"M 2.6 - 13 km W of Puerto Real, Puerto Rico","13 km W of Puerto Real, Puerto Rico",2.63,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470148
1300,"M 2.6 - 30 km ENE of Ensenada, B.C., MX","30 km ENE of Ensenada, B.C., MX",2.61,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833655
272,"M 2.6 - 3 km ESE of Corcovado, Puerto Rico","3 km ESE of Corcovado, Puerto Rico",2.61,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470413
762,"M 2.6 - 15 km NNW of Summit Park, Utah","15 km NNW of Summit Park, Utah",2.6,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099281
560,"M 2.6 - 66 km WNW of Skwentna, Alaska","66 km WNW of Skwentna, Alaska",2.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025bnvyrv
1547,"M 2.6 - 13 km WSW of Fairview, Wyoming","13 km WSW of Fairview, Wyoming",2.6,https://earthquake.usgs.gov/earthquakes/eventpage/us6000phec
179,"M 2.6 - 28 km ESE of King Salmon, Alaska","28 km ESE of King Salmon, Alaska",2.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dkvpic
1173,"M 2.6 - 57 km E of Port Alsworth, Alaska","57 km E of Port Alsworth, Alaska",2.6,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256x6toy
102,"M 2.6 - 6 km SE of Maria Antonia, Puerto Rico","6 km SE of Maria Antonia, Puerto Rico",2.58,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470468
506,"M 2.6 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",2.58,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113996
1009,"M 2.6 - 11 km WSW of Kailua-Kona, Hawaii","11 km WSW of Kailua-Kona, Hawaii",2.57,https://earthquake.usgs.gov/earthquakes/eventpage/hv74584667
538,"M 2.6 - 6 km SW of Guánica, Puerto Rico","6 km SW of Guánica, Puerto Rico",2.55,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470328
82,"M 2.5 - 25 km W of Petrolia, CA","25 km W of Petrolia, CA",2.53,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114826
1457,"M 2.5 - 4 km SW of Guánica, Puerto Rico","4 km SW of Guánica, Puerto Rico",2.53,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470048
439,"M 2.5 - 23 km W of Petrolia, CA","23 km W of Petrolia, CA",2.52,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114121
118,"M 2.5 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aoyu
1186,"M 2.5 - 10 km WSW of Kailua-Kona, Hawaii","10 km WSW of Kailua-Kona, Hawaii",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/us6000phvf
85,"M 2.5 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025apel
433,"M 2.5 - 43 km WNW of Ninilchik, Alaska","43 km WNW of Ninilchik, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/us6000pig2
411,"M 2.5 - 38 km SSW of Glacier View, Alaska","38 km SSW of Glacier View, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/us6000pigr
927,"M 2.5 - 6 km S of Indios, Puerto Rico","6 km S of Indios, Puerto Rico",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470223
1416,"M 2.5 - 20 km NNE of Karnes City, Texas","20 km NNE of Karnes City, Texas",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025afgx
1503,"M 2.5 - 39 km SSE of Goldfield, Nevada","39 km SSE of Goldfield, Nevada",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891318
59,"M 2.5 - 35 km NW of Toyah, Texas","35 km NW of Toyah, Texas",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025apmr
831,"M 2.5 - 54 km W of Happy Valley, Alaska","54 km W of Happy Valley, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259zp3ab
1,"M 2.5 - 12 km W of Nanwalek, Alaska","12 km W of Nanwalek, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f67rmn
1257,"M 2.5 - 21 km SSW of Nelson Lagoon, Alaska","21 km SSW of Nelson Lagoon, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/us6000phub
489,"M 2.5 - 46 km WNW of Anchor Point, Alaska","46 km WNW of Anchor Point, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak025brg8a5
1371,"M 2.5 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891366
875,"M 2.5 - 19 km S of Cooper Landing, Alaska","19 km S of Cooper Landing, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259yk51p
1333,"M 2.5 - 5 km NE of Meadow Lakes, Alaska","5 km NE of Meadow Lakes, Alaska",2.5,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256om5yu
74,"M 2.5 - 26 km W of Petrolia, CA","26 km W of Petrolia, CA",2.49,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114841
244,"M 2.5 - 53 km SE of Naalehu, Hawaii","53 km SE of Naalehu, Hawaii",2.49,https://earthquake.usgs.gov/earthquakes/eventpage/hv74587232
338,"M 2.5 - 20 km WSW of Petrolia, CA","20 km WSW of Petrolia, CA",2.48,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114341
647,"M 2.4 - 3 km SSW of Magas Arriba, Puerto Rico","3 km SSW of Magas Arriba, Puerto Rico",2.43,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470303
569,"M 2.4 - 12 km NNE of Bay Point, CA","12 km NNE of Bay Point, CA",2.43,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113906
18,"M 2.4 - 2 km WNW of Tallaboa, Puerto Rico","2 km WNW of Tallaboa, Puerto Rico",2.42,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470498
1216,"M 2.4 - 10 km E of Toston, Montana","10 km E of Toston, Montana",2.41,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070108
725,"M 2.4 - 15 km NE of Milford, Utah","15 km NE of Milford, Utah",2.41,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099291
1529,"M 2.4 - 40 km WSW of Clear, Alaska","40 km WSW of Clear, Alaska",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025546zis
10,"M 2.4 - 50 km E of Pedro Bay, Alaska","50 km E of Pedro Bay, Alaska",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f5owmj
683,"M 2.4 - 74 km ENE of Port Alsworth, Alaska","74 km ENE of Port Alsworth, Alaska",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a86io6
575,"M 2.4 - 30 km NW of Stanley, Idaho","30 km NW of Stanley, Idaho",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070248
117,"M 2.4 - 128 km SE of McCarthy, Alaska","128 km SE of McCarthy, Alaska",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025eyd3yo
89,"M 2.4 - 54 km WNW of Petrolia, CA","54 km WNW of Petrolia, CA",2.4,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114816
981,"M 2.4 - 33 km WNW of Petrolia, CA","33 km WNW of Petrolia, CA",2.38,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113156
553,"M 2.4 - 26 km NE of Thermal, CA","26 km NE of Thermal, CA",2.37,https://earthquake.usgs.gov/earthquakes/eventpage/ci37694044
645,"M 2.4 - 4 km WNW of La Parguera, Puerto Rico","4 km WNW of La Parguera, Puerto Rico",2.36,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470313
1081,"M 2.3 - 10 km NE of Pāhala, Hawaii","10 km NE of Pāhala, Hawaii",2.33,https://earthquake.usgs.gov/earthquakes/eventpage/hv74584462
1168,"M 2.3 - 8 km SE of Wakita, Oklahoma","8 km SE of Wakita, Oklahoma",2.32,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025agzb
151,"M 2.3 - 4 km E of Herculaneum, Missouri","4 km E of Herculaneum, Missouri",2.32,https://earthquake.usgs.gov/earthquakes/eventpage/nm60596336
863,"M 2.3 - 2 km E of Maria Antonia, Puerto Rico","2 km E of Maria Antonia, Puerto Rico",2.31,https://earthquake.usgs.gov/earthquakes/eventpage/pr71470238
953,"M 2.3 - 42 km W of Nanwalek, Alaska","42 km W of Nanwalek, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258kiv5i
541,"M 2.3 - 57 km NNW of Petersville, Alaska","57 km NNW of Petersville, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak025boljn0
1317,"M 2.3 - 7 km SSW of Houston, Alaska","7 km SSW of Houston, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256pccnd
1006,"M 2.3 - 36 km WSW of Mentone, Texas","36 km WSW of Mentone, Texas",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aijj
584,"M 2.3 - 81 km NW of Yakutat, Alaska","81 km NW of Yakutat, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak025bmpqps
1020,"M 2.3 - 60 km W of Happy Valley, Alaska","60 km W of Happy Valley, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258h05zm
1146,"M 2.3 - 79 km N of Karluk, Alaska","79 km N of Karluk, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256zk5qs
1709,"M 2.3 - 50 km NW of Ninilchik, Alaska","50 km NW of Ninilchik, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253n33uw
194,"M 2.3 - 47 km E of Fort Bidwell, California","47 km E of Fort Bidwell, California",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891607
60,"M 2.3 - 56 km S of Whites City, New Mexico","56 km S of Whites City, New Mexico",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025apml
1157,"M 2.3 - 5 km W of Rotan, Texas","5 km W of Rotan, Texas",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ahcu
8,"M 2.3 - 20 km S of Cantwell, Alaska","20 km S of Cantwell, Alaska",2.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak025f5yi61
